unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1630972800000,2021-09-07 00:00:00,ETH/USDT,3926.67000000,3932.05000000,3913.00000000,3920.05000000,5155.61550000,20227807.80975000,9822
1630969200000,2021-09-06 23:00:00,ETH/USDT,3939.99000000,3944.56000000,3919.00000000,3926.77000000,13019.39080000,51132311.87293600,26983
1630965600000,2021-09-06 22:00:00,ETH/USDT,3953.32000000,3969.00000000,3933.37000000,3939.98000000,17028.26960000,67235141.31608200,31251
1630962000000,2021-09-06 21:00:00,ETH/USDT,3951.73000000,3964.25000000,3938.81000000,3953.33000000,12450.10040000,49215463.59345300,27224
1630958400000,2021-09-06 20:00:00,ETH/USDT,3937.80000000,3952.25000000,3926.00000000,3951.73000000,11020.47180000,43402413.69201200,23361
1630954800000,2021-09-06 19:00:00,ETH/USDT,3947.48000000,3959.76000000,3937.23000000,3937.80000000,15571.37610000,61503827.69997000,32304
1630951200000,2021-09-06 18:00:00,ETH/USDT,3932.83000000,3949.84000000,3924.88000000,3947.47000000,10343.56770000,40726548.11550700,21550
1630947600000,2021-09-06 17:00:00,ETH/USDT,3926.19000000,3940.61000000,3924.41000000,3932.84000000,7301.91540000,28723629.22295800,18972
1630944000000,2021-09-06 16:00:00,ETH/USDT,3924.98000000,3943.98000000,3912.04000000,3926.20000000,15186.74600000,59682675.51442400,47217
1630940400000,2021-09-06 15:00:00,ETH/USDT,3939.89000000,3945.00000000,3922.60000000,3924.98000000,16245.89370000,63933374.15980100,66039
1630936800000,2021-09-06 14:00:00,ETH/USDT,3916.06000000,3943.22000000,3911.13000000,3939.90000000,18538.66240000,72890752.75867100,61395
1630933200000,2021-09-06 13:00:00,ETH/USDT,3904.17000000,3920.00000000,3889.00000000,3916.08000000,17019.27030000,66445122.02595300,37469
1630929600000,2021-09-06 12:00:00,ETH/USDT,3904.99000000,3916.12000000,3864.30000000,3904.14000000,41592.64800000,161821545.70697400,76907
1630926000000,2021-09-06 11:00:00,ETH/USDT,3947.66000000,3955.00000000,3900.00000000,3904.77000000,32407.56930000,127222745.66292900,53106
1630922400000,2021-09-06 10:00:00,ETH/USDT,3956.42000000,3958.87000000,3938.18000000,3947.66000000,11088.88230000,43753171.74653300,24828
1630918800000,2021-09-06 09:00:00,ETH/USDT,3959.01000000,3965.00000000,3941.53000000,3956.42000000,13882.69220000,54854348.07311200,56311
1630915200000,2021-09-06 08:00:00,ETH/USDT,3943.77000000,3970.00000000,3939.06000000,3959.01000000,16533.45480000,65352269.55279000,35928
1630911600000,2021-09-06 07:00:00,ETH/USDT,3933.06000000,3953.29000000,3926.73000000,3943.76000000,22368.05950000,88084056.37341200,36010
1630908000000,2021-09-06 06:00:00,ETH/USDT,3931.39000000,3943.00000000,3927.00000000,3933.07000000,13376.64480000,52664298.33475900,29484
1630904400000,2021-09-06 05:00:00,ETH/USDT,3922.00000000,3933.01000000,3908.40000000,3931.42000000,12055.29840000,47291085.42648400,28763
1630900800000,2021-09-06 04:00:00,ETH/USDT,3904.97000000,3925.45000000,3897.22000000,3921.99000000,19618.48470000,76678294.28114900,25902
1630897200000,2021-09-06 03:00:00,ETH/USDT,3918.50000000,3934.28000000,3900.00000000,3904.98000000,18830.82670000,73686074.11202200,30519
1630893600000,2021-09-06 02:00:00,ETH/USDT,3927.22000000,3927.67000000,3914.29000000,3918.51000000,9290.42470000,36426923.11778600,17512
1630890000000,2021-09-06 01:00:00,ETH/USDT,3930.50000000,3933.79000000,3912.46000000,3927.21000000,11238.21300000,44084246.06051500,25826
1630886400000,2021-09-06 00:00:00,ETH/USDT,3950.28000000,3961.94000000,3924.00000000,3930.51000000,21759.71570000,85749777.95553800,30299
1630882800000,2021-09-05 23:00:00,ETH/USDT,3948.00000000,3964.28000000,3939.52000000,3950.29000000,12625.90390000,49914118.06035100,31450
1630879200000,2021-09-05 22:00:00,ETH/USDT,3951.35000000,3954.95000000,3930.26000000,3948.00000000,13686.82350000,53952181.58328600,39441
1630875600000,2021-09-05 21:00:00,ETH/USDT,3966.81000000,3980.00000000,3937.05000000,3951.34000000,25736.42100000,101962085.40882700,99750
1630872000000,2021-09-05 20:00:00,ETH/USDT,3928.54000000,3970.00000000,3918.69000000,3966.81000000,27300.84740000,107625972.95776700,46139
1630868400000,2021-09-05 19:00:00,ETH/USDT,3921.42000000,3950.00000000,3918.67000000,3928.47000000,14497.23680000,57086306.25315600,28417
1630864800000,2021-09-05 18:00:00,ETH/USDT,3926.76000000,3931.00000000,3915.69000000,3921.37000000,7393.95390000,29019049.83896300,17478
1630861200000,2021-09-05 17:00:00,ETH/USDT,3915.68000000,3931.13000000,3912.27000000,3926.76000000,14402.84590000,56522009.39587600,40287
1630857600000,2021-09-05 16:00:00,ETH/USDT,3907.69000000,3925.44000000,3900.00000000,3915.69000000,12835.05030000,50180142.25405600,31851
1630854000000,2021-09-05 15:00:00,ETH/USDT,3918.82000000,3922.34000000,3900.00000000,3907.68000000,19358.01950000,75667639.92650400,45588
1630850400000,2021-09-05 14:00:00,ETH/USDT,3929.30000000,3942.63000000,3911.57000000,3918.82000000,17168.28230000,67466455.36882100,56873
1630846800000,2021-09-05 13:00:00,ETH/USDT,3931.37000000,3944.54000000,3918.01000000,3929.48000000,12235.41170000,48087505.06827900,44406
1630843200000,2021-09-05 12:00:00,ETH/USDT,3924.56000000,3953.18000000,3916.08000000,3931.37000000,16368.30360000,64360568.14630400,57199
1630839600000,2021-09-05 11:00:00,ETH/USDT,3920.09000000,3939.00000000,3907.21000000,3924.56000000,16802.96680000,65888378.17030300,56964
1630836000000,2021-09-05 10:00:00,ETH/USDT,3928.20000000,3955.18000000,3910.12000000,3920.09000000,28079.06880000,110575841.08019500,62035
1630832400000,2021-09-05 09:00:00,ETH/USDT,3918.01000000,3930.00000000,3908.96000000,3928.35000000,19195.82400000,75243673.09179100,34143
1630828800000,2021-09-05 08:00:00,ETH/USDT,3870.63000000,3921.75000000,3860.83000000,3918.01000000,17430.63800000,67894400.37285400,33528
1630825200000,2021-09-05 07:00:00,ETH/USDT,3875.73000000,3888.92000000,3862.01000000,3870.71000000,10805.44110000,41909108.32500000,72616
1630821600000,2021-09-05 06:00:00,ETH/USDT,3861.86000000,3876.77000000,3830.00000000,3875.73000000,13504.66030000,52054357.54422500,55231
1630818000000,2021-09-05 05:00:00,ETH/USDT,3871.56000000,3875.71000000,3858.99000000,3861.87000000,7781.78340000,30066465.57338400,17009
1630814400000,2021-09-05 04:00:00,ETH/USDT,3845.01000000,3873.46000000,3842.00000000,3871.57000000,9625.77680000,37161082.40198500,58537
1630810800000,2021-09-05 03:00:00,ETH/USDT,3890.30000000,3896.01000000,3844.25000000,3845.00000000,17080.24260000,65911864.75416600,64559
1630807200000,2021-09-05 02:00:00,ETH/USDT,3892.20000000,3906.24000000,3888.71000000,3890.52000000,6877.95300000,26799281.18645000,27133
1630803600000,2021-09-05 01:00:00,ETH/USDT,3903.99000000,3908.36000000,3880.00000000,3892.20000000,8983.46150000,34957288.13742900,18714
1630800000000,2021-09-05 00:00:00,ETH/USDT,3885.61000000,3913.54000000,3868.34000000,3903.87000000,15982.94360000,62247527.57686900,44236
1630796400000,2021-09-04 23:00:00,ETH/USDT,3884.57000000,3898.87000000,3864.00000000,3885.52000000,10860.75550000,42149404.01580300,22925
1630792800000,2021-09-04 22:00:00,ETH/USDT,3889.50000000,3900.00000000,3876.85000000,3884.57000000,10849.50430000,42207538.22259700,19538
1630789200000,2021-09-04 21:00:00,ETH/USDT,3878.64000000,3900.29000000,3878.63000000,3889.49000000,8384.98260000,32632785.32081800,23752
1630785600000,2021-09-04 20:00:00,ETH/USDT,3858.41000000,3881.84000000,3851.97000000,3878.63000000,9889.45140000,38287758.40852000,25427
1630782000000,2021-09-04 19:00:00,ETH/USDT,3858.97000000,3878.86000000,3832.50000000,3858.41000000,22458.58980000,86518830.27006900,51867
1630778400000,2021-09-04 18:00:00,ETH/USDT,3879.41000000,3890.00000000,3855.00000000,3858.97000000,14037.61070000,54354497.24318200,39367
1630774800000,2021-09-04 17:00:00,ETH/USDT,3900.53000000,3904.62000000,3835.01000000,3879.40000000,34951.35110000,135202582.04452700,63603
1630771200000,2021-09-04 16:00:00,ETH/USDT,3917.72000000,3924.78000000,3895.00000000,3900.52000000,19876.24020000,77676863.00724900,52442
1630767600000,2021-09-04 15:00:00,ETH/USDT,3902.47000000,3920.00000000,3897.88000000,3917.72000000,14243.11460000,55719669.35158600,26128
1630764000000,2021-09-04 14:00:00,ETH/USDT,3909.08000000,3910.99000000,3888.55000000,3902.45000000,12104.70020000,47189010.33689200,29752
1630760400000,2021-09-04 13:00:00,ETH/USDT,3914.93000000,3921.20000000,3895.69000000,3909.08000000,12530.48950000,48989963.25604200,48418
1630756800000,2021-09-04 12:00:00,ETH/USDT,3886.83000000,3927.30000000,3878.41000000,3914.93000000,22164.19620000,86589308.08728600,39685
1630753200000,2021-09-04 11:00:00,ETH/USDT,3904.59000000,3912.32000000,3885.00000000,3886.89000000,23582.90730000,91927504.30056900,45326
1630749600000,2021-09-04 10:00:00,ETH/USDT,3927.77000000,3947.00000000,3903.25000000,3904.58000000,17042.99700000,66937283.69690200,35082
1630746000000,2021-09-04 09:00:00,ETH/USDT,3933.56000000,3944.99000000,3921.73000000,3927.77000000,12787.49580000,50277133.21351400,60086
1630742400000,2021-09-04 08:00:00,ETH/USDT,3916.75000000,3953.29000000,3909.21000000,3933.52000000,18359.71610000,72206054.89284400,58960
1630738800000,2021-09-04 07:00:00,ETH/USDT,3921.25000000,3933.71000000,3908.24000000,3916.75000000,9092.33240000,35609636.89274400,20503
1630735200000,2021-09-04 06:00:00,ETH/USDT,3925.50000000,3937.40000000,3915.78000000,3921.25000000,9047.90710000,35523213.60805500,46615
1630731600000,2021-09-04 05:00:00,ETH/USDT,3905.87000000,3928.01000000,3892.52000000,3926.00000000,12254.07510000,47918784.12173300,27431
1630728000000,2021-09-04 04:00:00,ETH/USDT,3917.76000000,3926.99000000,3905.70000000,3905.87000000,10503.45210000,41133074.32211500,21687
1630724400000,2021-09-04 03:00:00,ETH/USDT,3943.72000000,3943.72000000,3914.58000000,3917.76000000,14149.42270000,55539102.76547000,31883
1630720800000,2021-09-04 02:00:00,ETH/USDT,3920.00000000,3947.09000000,3903.12000000,3943.71000000,12357.02920000,48497858.17570400,68628
1630717200000,2021-09-04 01:00:00,ETH/USDT,3942.82000000,3953.77000000,3918.03000000,3920.01000000,12340.14420000,48543751.73093200,37724
1630713600000,2021-09-04 00:00:00,ETH/USDT,3938.11000000,3970.00000000,3913.62000000,3942.80000000,20609.65420000,81349624.94855900,99794
1630710000000,2021-09-03 23:00:00,ETH/USDT,3886.63000000,3942.38000000,3877.72000000,3938.11000000,15304.43380000,59872199.65772700,37414
1630706400000,2021-09-03 22:00:00,ETH/USDT,3936.45000000,3937.59000000,3867.16000000,3886.64000000,29021.49260000,113021663.06100700,63003
1630702800000,2021-09-03 21:00:00,ETH/USDT,3916.71000000,3943.19000000,3915.09000000,3936.45000000,10344.22570000,40664788.66037400,56497
1630699200000,2021-09-03 20:00:00,ETH/USDT,3943.84000000,3944.43000000,3905.25000000,3916.70000000,16437.33530000,64467709.94421700,80481
1630695600000,2021-09-03 19:00:00,ETH/USDT,3951.87000000,3953.92000000,3925.00000000,3943.85000000,10553.67300000,41586912.05072800,43620
1630692000000,2021-09-03 18:00:00,ETH/USDT,3962.69000000,3963.68000000,3931.44000000,3951.87000000,15774.82970000,62347489.71760900,55708
1630688400000,2021-09-03 17:00:00,ETH/USDT,3970.28000000,3982.86000000,3952.22000000,3962.69000000,14577.77970000,57887404.45064000,44994
1630684800000,2021-09-03 16:00:00,ETH/USDT,3968.67000000,3984.82000000,3954.98000000,3970.28000000,17482.99460000,69401343.63462400,35286
1630681200000,2021-09-03 15:00:00,ETH/USDT,3979.37000000,3983.21000000,3954.00000000,3968.80000000,20577.32340000,81665168.56169200,41653
1630677600000,2021-09-03 14:00:00,ETH/USDT,3963.51000000,4027.88000000,3942.88000000,3979.38000000,75798.61195000,302197015.30999280,193451
1630674000000,2021-09-03 13:00:00,ETH/USDT,3950.74000000,3967.61000000,3941.17000000,3963.67000000,20436.48870000,80822806.16046200,69895
1630670400000,2021-09-03 12:00:00,ETH/USDT,3953.50000000,3979.12000000,3925.00000000,3950.74000000,35859.18810000,141785372.47976000,59019
1630666800000,2021-09-03 11:00:00,ETH/USDT,3950.42000000,3964.00000000,3922.27000000,3953.48000000,26455.38940000,104429584.98067000,49284
1630663200000,2021-09-03 10:00:00,ETH/USDT,3966.62000000,3981.12000000,3927.35000000,3950.41000000,47061.48494000,186435537.08219740,126074
1630659600000,2021-09-03 09:00:00,ETH/USDT,3890.18000000,3974.00000000,3876.99000000,3966.62000000,83116.83115000,327310099.43873000,217381
1630656000000,2021-09-03 08:00:00,ETH/USDT,3797.93000000,3897.76000000,3788.98000000,3890.17000000,49346.52595000,190027872.19737500,126026
1630652400000,2021-09-03 07:00:00,ETH/USDT,3791.83000000,3812.88000000,3779.97000000,3797.92000000,19564.53760000,74267529.78594000,34546
1630648800000,2021-09-03 06:00:00,ETH/USDT,3797.34000000,3813.22000000,3778.89000000,3791.84000000,13186.38420000,50055614.82300200,29241
1630645200000,2021-09-03 05:00:00,ETH/USDT,3809.90000000,3817.64000000,3784.00000000,3797.34000000,18708.33260000,71113346.97309300,36599
1630641600000,2021-09-03 04:00:00,ETH/USDT,3806.83000000,3826.67000000,3796.75000000,3810.02000000,17988.00830000,68594390.10116500,37738
1630638000000,2021-09-03 03:00:00,ETH/USDT,3773.13000000,3818.32000000,3766.42000000,3806.83000000,22823.21170000,86576825.99705700,45562
1630634400000,2021-09-03 02:00:00,ETH/USDT,3742.19000000,3775.86000000,3737.08000000,3773.12000000,18746.11420000,70478859.49720800,64209
1630630800000,2021-09-03 01:00:00,ETH/USDT,3730.45000000,3745.00000000,3705.05000000,3742.19000000,24353.22350000,90850475.85872600,72817
1630627200000,2021-09-03 00:00:00,ETH/USDT,3785.82000000,3803.86000000,3723.15000000,3730.46000000,32385.33730000,121802963.90602000,57634
1630623600000,2021-09-02 23:00:00,ETH/USDT,3803.60000000,3803.60000000,3779.39000000,3785.82000000,13329.37960000,50515578.94520200,62006
1630620000000,2021-09-02 22:00:00,ETH/USDT,3829.39000000,3830.00000000,3792.46000000,3803.63000000,15268.80500000,58134876.77427700,28411
1630616400000,2021-09-02 21:00:00,ETH/USDT,3807.51000000,3830.74000000,3800.75000000,3829.39000000,16220.71750000,61922766.99875500,43243
1630612800000,2021-09-02 20:00:00,ETH/USDT,3783.90000000,3811.21000000,3777.00000000,3807.51000000,14931.04730000,56653033.51017400,34743
1630609200000,2021-09-02 19:00:00,ETH/USDT,3777.99000000,3790.55000000,3769.42000000,3783.89000000,10181.41730000,38491112.28068000,22037
1630605600000,2021-09-02 18:00:00,ETH/USDT,3798.76000000,3808.30000000,3759.00000000,3778.00000000,21611.54280000,81662496.95859200,36286
1630602000000,2021-09-02 17:00:00,ETH/USDT,3783.71000000,3804.43000000,3767.01000000,3798.75000000,16738.11460000,63297159.20362000,33520
1630598400000,2021-09-02 16:00:00,ETH/USDT,3756.31000000,3791.47000000,3755.00000000,3783.70000000,20560.58240000,77615112.75342600,39857
1630594800000,2021-09-02 15:00:00,ETH/USDT,3764.43000000,3776.79000000,3739.24000000,3756.31000000,28544.24190000,107333930.85763700,82376
1630591200000,2021-09-02 14:00:00,ETH/USDT,3793.40000000,3833.96000000,3751.21000000,3764.43000000,63309.38170000,240301666.09468500,160315
1630587600000,2021-09-02 13:00:00,ETH/USDT,3775.08000000,3805.00000000,3764.06000000,3793.41000000,17378.21620000,65751681.72769700,90114
1630584000000,2021-09-02 12:00:00,ETH/USDT,3760.62000000,3795.00000000,3758.00000000,3775.09000000,23449.13690000,88577284.79485200,69472
1630580400000,2021-09-02 11:00:00,ETH/USDT,3758.60000000,3767.94000000,3743.78000000,3760.62000000,12865.05530000,48309769.86690800,80063
1630576800000,2021-09-02 10:00:00,ETH/USDT,3738.50000000,3765.00000000,3717.04000000,3758.59000000,20285.08300000,75983763.39133400,39328
1630573200000,2021-09-02 09:00:00,ETH/USDT,3745.95000000,3752.17000000,3725.10000000,3738.50000000,15855.22490000,59232284.79394200,31843
1630569600000,2021-09-02 08:00:00,ETH/USDT,3733.42000000,3754.99000000,3730.57000000,3745.96000000,16333.08590000,61183240.00718200,72330
1630566000000,2021-09-02 07:00:00,ETH/USDT,3753.61000000,3770.73000000,3721.42000000,3733.41000000,30878.70840000,115739979.55562200,87288
1630562400000,2021-09-02 06:00:00,ETH/USDT,3758.44000000,3768.35000000,3727.72000000,3753.62000000,29337.62930000,109966834.84796300,49650
1630558800000,2021-09-02 05:00:00,ETH/USDT,3759.60000000,3770.00000000,3750.21000000,3758.43000000,13691.04180000,51499389.71007600,70273
1630555200000,2021-09-02 04:00:00,ETH/USDT,3763.32000000,3770.00000000,3742.70000000,3759.61000000,13275.12340000,49859548.98766300,34599
1630551600000,2021-09-02 03:00:00,ETH/USDT,3741.76000000,3769.17000000,3740.18000000,3763.31000000,16023.07380000,60205492.33066600,43404
1630548000000,2021-09-02 02:00:00,ETH/USDT,3771.50000000,3781.86000000,3733.00000000,3741.76000000,26874.79780000,101088606.76936500,51856
1630544400000,2021-09-02 01:00:00,ETH/USDT,3778.73000000,3802.90000000,3741.55000000,3771.50000000,35274.72470000,133172293.30978900,71897
1630540800000,2021-09-02 00:00:00,ETH/USDT,3826.82000000,3836.80000000,3769.50000000,3778.72000000,32949.66810000,125260532.61564900,67279
1630537200000,2021-09-01 23:00:00,ETH/USDT,3760.21000000,3842.00000000,3760.20000000,3826.82000000,33173.09266000,125968615.07170960,143752
1630533600000,2021-09-01 22:00:00,ETH/USDT,3768.70000000,3800.01000000,3751.77000000,3760.20000000,36850.99419000,139353109.60866210,101990
1630530000000,2021-09-01 21:00:00,ETH/USDT,3728.94000000,3784.30000000,3726.92000000,3768.70000000,20679.73710000,77666600.98389500,68975
1630526400000,2021-09-01 20:00:00,ETH/USDT,3713.10000000,3740.98000000,3710.00000000,3729.02000000,18706.25320000,69728041.08978900,43354
1630522800000,2021-09-01 19:00:00,ETH/USDT,3697.28000000,3720.00000000,3692.89000000,3713.11000000,22570.00520000,83650247.81759900,43058
1630519200000,2021-09-01 18:00:00,ETH/USDT,3693.11000000,3723.42000000,3690.03000000,3697.28000000,24905.43600000,92374446.19876500,53940
1630515600000,2021-09-01 17:00:00,ETH/USDT,3741.58000000,3744.68000000,3681.69000000,3693.06000000,64613.50290000,239744792.62322500,193987
1630512000000,2021-09-01 16:00:00,ETH/USDT,3580.56000000,3790.00000000,3575.87000000,3741.58000000,133034.06906000,489707936.40315280,353294
1630508400000,2021-09-01 15:00:00,ETH/USDT,3529.50000000,3585.00000000,3529.49000000,3580.56000000,32031.75672000,114032979.49852020,60220
1630504800000,2021-09-01 14:00:00,ETH/USDT,3534.72000000,3566.41000000,3528.85000000,3529.50000000,31365.74147000,111175897.79180130,51147
1630501200000,2021-09-01 13:00:00,ETH/USDT,3536.01000000,3552.12000000,3517.11000000,3534.72000000,24381.91070000,86206432.13309500,38661
1630497600000,2021-09-01 12:00:00,ETH/USDT,3530.86000000,3545.00000000,3517.00000000,3536.01000000,25560.85150000,90366696.80086300,40691
1630494000000,2021-09-01 11:00:00,ETH/USDT,3543.59000000,3557.54000000,3526.22000000,3530.99000000,24817.47690000,87866166.12372700,48064
1630490400000,2021-09-01 10:00:00,ETH/USDT,3538.65000000,3553.44000000,3522.00000000,3543.58000000,27603.42650000,97666872.77884100,98386
1630486800000,2021-09-01 09:00:00,ETH/USDT,3531.99000000,3559.40000000,3524.19000000,3538.64000000,41372.28121000,146602848.23105080,109523
1630483200000,2021-09-01 08:00:00,ETH/USDT,3516.85000000,3537.48000000,3512.35000000,3531.99000000,30150.90290000,106281436.31718500,84272
1630479600000,2021-09-01 07:00:00,ETH/USDT,3519.68000000,3545.05000000,3500.18000000,3516.86000000,27398.18170000,96440617.93511480,69770
1630476000000,2021-09-01 06:00:00,ETH/USDT,3525.84000000,3533.30000000,3505.67000000,3519.69000000,27644.01079000,97318675.34495460,53473
1630472400000,2021-09-01 05:00:00,ETH/USDT,3461.00000000,3532.49000000,3454.51000000,3525.84000000,66538.30368000,232823305.14197970,138397
1630468800000,2021-09-01 04:00:00,ETH/USDT,3442.45000000,3461.94000000,3428.22000000,3461.00000000,31957.04650000,110266323.77044600,52362
1630465200000,2021-09-01 03:00:00,ETH/USDT,3420.70000000,3445.00000000,3408.78000000,3442.15000000,17023.44480000,58271058.60381800,27699
1630461600000,2021-09-01 02:00:00,ETH/USDT,3424.97000000,3447.00000000,3408.61000000,3420.70000000,24150.99040000,82858260.40602500,36724
1630458000000,2021-09-01 01:00:00,ETH/USDT,3398.13000000,3437.91000000,3382.22000000,3424.97000000,27457.61890000,93483680.55854800,41739
1630454400000,2021-09-01 00:00:00,ETH/USDT,3429.19000000,3445.00000000,3391.39000000,3398.13000000,31772.92370000,108643626.62147300,68654
1630450800000,2021-08-31 23:00:00,ETH/USDT,3412.85000000,3445.00000000,3400.01000000,3429.20000000,19045.88270000,65264809.23153500,36819
1630447200000,2021-08-31 22:00:00,ETH/USDT,3400.69000000,3414.89000000,3371.01000000,3412.86000000,23010.58920000,78067519.76462500,38124
1630443600000,2021-08-31 21:00:00,ETH/USDT,3390.85000000,3436.02000000,3377.00000000,3400.76000000,23651.53130000,80618526.43537600,50042
1630440000000,2021-08-31 20:00:00,ETH/USDT,3414.31000000,3427.48000000,3380.91000000,3390.66000000,24144.14960000,82219291.30448800,58417
1630436400000,2021-08-31 19:00:00,ETH/USDT,3413.10000000,3422.57000000,3394.54000000,3414.30000000,21383.66220000,72946064.80433000,38284
1630432800000,2021-08-31 18:00:00,ETH/USDT,3364.01000000,3416.50000000,3357.14000000,3413.11000000,27513.34160000,93206911.63452900,44030
1630429200000,2021-08-31 17:00:00,ETH/USDT,3386.83000000,3393.58000000,3339.01000000,3364.01000000,36122.18270000,121655599.26938900,65926
1630425600000,2021-08-31 16:00:00,ETH/USDT,3386.84000000,3414.61000000,3375.01000000,3386.83000000,42048.30030000,142739651.42774600,88959
1630422000000,2021-08-31 15:00:00,ETH/USDT,3377.58000000,3400.78000000,3365.00000000,3386.63000000,53047.45310000,179349114.34046800,82410
1630418400000,2021-08-31 14:00:00,ETH/USDT,3431.67000000,3476.00000000,3371.24000000,3377.58000000,68145.31954000,233084190.31985840,184600
1630414800000,2021-08-31 13:00:00,ETH/USDT,3415.65000000,3445.00000000,3407.76000000,3431.67000000,35508.49815000,121594965.92488820,62603
1630411200000,2021-08-31 12:00:00,ETH/USDT,3429.90000000,3437.33000000,3398.46000000,3415.65000000,41803.78430000,142976728.37217100,80165
1630407600000,2021-08-31 11:00:00,ETH/USDT,3332.02000000,3439.00000000,3321.24000000,3429.95000000,79265.02293000,269431617.54930980,185743
1630404000000,2021-08-31 10:00:00,ETH/USDT,3335.99000000,3356.67000000,3310.26000000,3332.03000000,28895.40690000,96249176.06641800,105620
1630400400000,2021-08-31 09:00:00,ETH/USDT,3345.99000000,3352.55000000,3318.00000000,3335.98000000,31325.09800000,104475518.47556000,74096
1630396800000,2021-08-31 08:00:00,ETH/USDT,3358.11000000,3370.00000000,3335.55000000,3345.99000000,60994.14203000,204683366.14652550,134418
1630393200000,2021-08-31 07:00:00,ETH/USDT,3232.61000000,3368.58000000,3214.28000000,3358.12000000,105550.24657000,349986810.09223230,174444
1630389600000,2021-08-31 06:00:00,ETH/USDT,3237.52000000,3250.94000000,3225.00000000,3232.61000000,15349.83360000,49665004.00548100,26316
1630386000000,2021-08-31 05:00:00,ETH/USDT,3228.63000000,3242.94000000,3223.36000000,3237.51000000,13402.26250000,43358119.88793900,21571
1630382400000,2021-08-31 04:00:00,ETH/USDT,3237.78000000,3252.48000000,3220.39000000,3228.50000000,23606.11530000,76430906.88900700,57925
1630378800000,2021-08-31 03:00:00,ETH/USDT,3219.55000000,3244.81000000,3214.50000000,3237.78000000,16848.59810000,54341729.10774200,26979
1630375200000,2021-08-31 02:00:00,ETH/USDT,3215.30000000,3228.40000000,3201.92000000,3219.56000000,14819.43390000,47652086.33886500,26895
1630371600000,2021-08-31 01:00:00,ETH/USDT,3214.33000000,3224.90000000,3203.84000000,3215.30000000,16986.03980000,54605638.90040600,49275
1630368000000,2021-08-31 00:00:00,ETH/USDT,3229.14000000,3249.82000000,3188.77000000,3214.34000000,40604.23660000,130606103.41887600,59188
1630364400000,2021-08-30 23:00:00,ETH/USDT,3284.14000000,3284.14000000,3211.19000000,3229.64000000,48356.68960000,156896199.88438100,112819
1630360800000,2021-08-30 22:00:00,ETH/USDT,3331.10000000,3339.15000000,3274.54000000,3284.13000000,33747.96640000,111397823.20442700,73603
1630357200000,2021-08-30 21:00:00,ETH/USDT,3339.47000000,3341.17000000,3307.42000000,3331.08000000,21713.26870000,72182387.96752900,104568
1630353600000,2021-08-30 20:00:00,ETH/USDT,3341.17000000,3347.95000000,3324.11000000,3339.47000000,36382.66598000,121367782.13599320,91074
1630350000000,2021-08-30 19:00:00,ETH/USDT,3323.76000000,3343.75000000,3297.61000000,3341.16000000,70984.71777000,236018386.76366660,103909
1630346400000,2021-08-30 18:00:00,ETH/USDT,3290.71000000,3324.92000000,3278.30000000,3323.75000000,45265.11082000,149406564.41623160,84403
1630342800000,2021-08-30 17:00:00,ETH/USDT,3268.61000000,3293.70000000,3255.74000000,3290.86000000,40044.48004000,131012891.70249270,71865
1630339200000,2021-08-30 16:00:00,ETH/USDT,3217.86000000,3269.00000000,3213.70000000,3268.62000000,49183.00400000,159661426.88747500,111958
1630335600000,2021-08-30 15:00:00,ETH/USDT,3169.53000000,3224.56000000,3166.29000000,3217.64000000,32879.99370000,105216636.60064200,61900
1630332000000,2021-08-30 14:00:00,ETH/USDT,3176.99000000,3185.24000000,3164.00000000,3169.53000000,16843.11210000,53485376.82643700,27556
1630328400000,2021-08-30 13:00:00,ETH/USDT,3158.99000000,3179.76000000,3149.14000000,3176.99000000,19113.55700000,60488053.24099400,29786
1630324800000,2021-08-30 12:00:00,ETH/USDT,3187.48000000,3188.93000000,3153.81000000,3159.00000000,19971.14720000,63184860.02434700,43421
1630321200000,2021-08-30 11:00:00,ETH/USDT,3191.88000000,3195.40000000,3166.14000000,3187.49000000,15544.28620000,49423368.46735800,23623
1630317600000,2021-08-30 10:00:00,ETH/USDT,3180.63000000,3195.92000000,3177.05000000,3191.87000000,13451.68330000,42841553.21453200,19490
1630314000000,2021-08-30 09:00:00,ETH/USDT,3194.09000000,3198.13000000,3178.31000000,3180.63000000,10210.99420000,32525572.38991500,18398
1630310400000,2021-08-30 08:00:00,ETH/USDT,3180.12000000,3203.89000000,3174.56000000,3194.10000000,13578.18560000,43294083.55409100,25042
1630306800000,2021-08-30 07:00:00,ETH/USDT,3168.94000000,3186.15000000,3160.14000000,3180.11000000,15402.94120000,48912724.28210300,23240
1630303200000,2021-08-30 06:00:00,ETH/USDT,3169.93000000,3176.66000000,3150.00000000,3168.94000000,17584.67690000,55610767.00969200,24679
1630299600000,2021-08-30 05:00:00,ETH/USDT,3163.94000000,3175.65000000,3155.75000000,3169.93000000,13160.01580000,41679299.43585600,20277
1630296000000,2021-08-30 04:00:00,ETH/USDT,3161.64000000,3172.56000000,3145.49000000,3163.95000000,15657.54540000,49473129.43797300,37688
1630292400000,2021-08-30 03:00:00,ETH/USDT,3195.43000000,3198.43000000,3143.00000000,3161.64000000,31087.01060000,98594358.20825400,46802
1630288800000,2021-08-30 02:00:00,ETH/USDT,3205.36000000,3216.91000000,3192.87000000,3195.45000000,12837.76630000,41141996.80873000,18513
